Title,URL,Date Published,Authors,Abstract
A Tullock-contest-based approach for cyber security investments,https://link.springer.com/article/10.1007/s10479-022-04958-z,14 September 2022,"David Iliaev, Sigal Oren, Ella Segev","We study a cyber security game between a defender who wishes to defend her information assets and an attacker who tries to attack them. In this game the attacker and the defender choose how to distribute their resources in attacking or defending the different information assets. Given these investments the probability that an attack on a given asset is successful is an increasing function of the attacker’s investment and a decreasing function of the defender’s investment. The defender tries to minimize the expected damage from the attacks plus the cost of the defense while the attacker tries to maximize the expected damage from attacks minus his attacks’ expenses. The attacker is constrained by a budget. We compare two scenarios: a sequential move game and a simultaneous game. In the sequential game the defender moves first by deciding how much resources to allocate to the defense of each information asset and the attacker observes these investments and responds by allocating his resources in a manner that maximizes his expected utility. In the simultaneous game the attacker does not observe the defender’s decision before making his own. We analyze the best response strategies of the players and the equilibria of each of these games. Based on this analysis, we provide a tight upper bound on the reduction in defender’s costs that can be achieved by moving from the simultaneous to the sequential game."
Security and energy efficient cyber-physical systems using predictive modeling approaches in wireless sensor network,https://link.springer.com/article/10.1007/s11276-023-03345-1,17 May 2023,"Abdullah Alghamdi, Ali M. Al Shahrani, Sultan Sughair AlYami, Ihtiram Raza Khan, P. S. G. Aruna Sri, Papiya Dutta, Ali Rizwan, Prashanth Venkatareddy","As a result of recent advancements in electronics technology, wireless sensor networks (WSNs) may now make use of a vast array of tiny sensors (WSN). WSN are viewed as problematic networks because of the environments in which they may operate and the technology they rely on. For instance, routing protocols need to be prepared for and capable of recovering from unexpected events like node failures and packet losses. The dynamic nature of these routing environments necessitates that every WSN routing protocol have mechanisms for adapting to new conditions. In many applications, security affects performance and energy efficiency. To provide such security services, we require resilient key management techniques. Security Power Aware Routing-Salp Swarm Optimization (SPAR-SSO) protocol uses a unique cryptosystem. SPAR-SSO uses connection quality estimation and power aware routing to reduce power consumption and delay while increasing packet delivery ratio. WSNs must conserve energy because the nodes are battery-powered. If the route with the greatest energy savings is constantly chosen for delivery, the nodes along this route will be overused and drained quickly, leading to network partitioning. In SPAR-SSO, an optimal path to the sink node is chosen. This technology is interesting because to its ease in enterprise and tractability in network transportation administration to deliver integrated services. It delivers a collision-free medium and minimizes entire energy expended in attainment the terminus, dropping energy each unit or packet. Moreover, Salp Swarm Optimization (SSO) is applied to optimize the results. The Packet Delivery Ratio (PDR) and End to End Delay is used as parameters to compare the performance of SPAR-SSO protocol. The results are compared with existing results and presented the success of the proposed method. Results show the proposed algorithm is suitable and compatibility with cyber-physical systems."
An efficient cyber threat prediction using a novel artificial intelligence technique,https://link.springer.com/article/10.1007/s11042-024-18169-0,25 January 2024,"Pankaj Sharma, Jay Shankar Prasad, Shaheen, Shaik Khaleel Ahamed","Digital applications are ruling today's world with their advancement. However, offering security for that digital application is an important and complex task. Several detection-based security models have existed in the Artificial Intelligence (AI) vision. Still, the problem in threat detection has not ended because of the unique behavior of the different attacks. So, the present research has introduced a novel Cuttlefish-based Peephole Long Short Term Memory (CbP-LSTM) model proposed for predicting the cyber threat from the data defends against attacks. Initially, data were preprocessed by removing noise from the data using the noise filtering function. Then, the refined data is imported to the classification layer of the CbP-LSTM for performing the feature extraction and attack prediction tasks. Moreover, the proposed CbP-LSTM model was implemented in the Python tool with several performance metrics, whereas the parameters were calculated, such as accuracy, precision, Recall, and F-score. This proposed model produced outstanding results compared with the previous work by providing the highest predicted accuracy of cyber threats."
Optimal Resource Allocation and Feasible Hexagonal Topology for Cyber-Physical Systems,https://link.springer.com/article/10.1007/s11424-023-2256-z,12 June 2023,"Yifa Liu, Long Cheng","Networked cyber-physical systems are facing serious security threats from malicious attacks. It is noted that the networked cyber-physical system should take defense measures into account at the beginning of its construction. From the conservative defensive perspective, this paper proposes a robust optimal defense resource allocation strategy to reduce the maximum possible losses of the networked cyber-physical system caused by potential attacks. Then, based on the robust optimal allocation strategy, it can be proved that the topology of the networked cyber-physical system has a great influence on the loss function. In order to further improve security, the effects of adding redundant connections are investigated. Furthermore, by taking geographical knowledge into account, a hexagonal construction scheme is proposed for providing a geographically-feasible and economically-viable solution for building networked cyber-physical systems, where the loss function has a cubic decay."
Investigating the effectiveness of a HyFlex cyber security training in a developing country: A case study,https://link.springer.com/article/10.1007/s10639-022-11038-z,11 April 2022,"Livinus Obiora Nweke, Anthony Jnr Bokolo, Gibson Mba, Emeka Nwigwe",Abstract Not Available
Distributed Security Control for Complex Cyber-physical Systems against Denial-of-service Attacks,https://link.springer.com/article/10.1007/s12555-020-0906-7,04 February 2022,"Xiaojie Huang, Da-Wei Ding, Zhiqiang Li, Cuijuan An","This paper investigates the problem of distributed security control for complex cyber-physical systems against denial-of-service (DoS) attacks. A distributed security controller with interconnected control nodes is proposed on the basis of piecewise Lyapunov functions. The bounds of attack frequency and attack duration are explicitly calculated to achieve security synchronization. Meanwhile, an event-based data update strategy is proposed to resist the negative influence of DoS attacks on data transmission. Finally, a simulation example is given to verify the effectiveness of the proposed method."
A novel framework for identification of cyber-physical attacks in additive manufacturing,https://link.springer.com/article/10.1007/s40964-024-00726-6,21 July 2024,"Muhammad Arif Mahmood, Asad Waqar Malik, Frank Liou","In the era of technological advancements, additive manufacturing systems now facilitate users in remotely submitting their jobs. This collaborative approach empowers communities to share unique design patterns, fostering innovation and collaboration for cutting-edge part designs. However, the convenience of sharing information over the Internet introduces security challenges, notably the risk of man-in-the-middle attacks. These malicious activities could manipulate parameter values, potentially leading to inaccuracies or defects in the printed parts, thus affecting the mechanical properties negatively. In recent times, the additive manufacturing industry has witnessed numerous cyber-attacks, underscoring the importance of addressing and mitigating potential vulnerabilities in additive manufacturing processes. As we embark on this transformative journey of digital collaboration, it becomes imperative to implement robust security measures to safeguard the integrity of additive manufacturing systems and protect against cyber threats. In this paper, we introduce a comprehensive framework designed to fortify additive manufacturing systems against cyber attacks. This innovative framework serves as a secure platform, facilitating both clients and manufacturing industries to seamlessly submit jobs for remote printing. By implementing file integrity measures, the framework ensures the innocence of the additive manufacturing process, safeguarding against potential file modification attacks. The manipulated additive manufacturing file showing with voids have also been printed using laser powder bed fusion process to identify the affect of voids on tensile tests."
Cyber-Security Attacks on Microgrid and Its Mitigation via Adaptive Fuzzy PID Controller,https://link.springer.com/article/10.1007/s40815-024-01841-w,16 September 2024,"Rajendra Kumar Khadanga, Sidhartha Panda, Deepa Das","Cyberattacks on frequency stability problems pose a significant threat to microgrids. Furthermore, frequency fluctuations brought on by cyberattacks in any region of the microgrid impact the system, endangering the stability of the network. This problem can be fixed using a self-adaptive virtual inertia control strategy, which enhances the microgrid’s stability and damping capabilities. When using this control method, the evaluation of the microgrid’s frequency data is obtained through the usage of a phase-locked loop (PLL). However, because of its system dynamics, PLL implementation in microgrids produces more frequency oscillation. Once more, this work addresses the above problem by presenting a robust adaptive fuzzy PID controller (AFPID) for virtual inertia control. This controller will simultaneously increase the stability of the microgrid system and reduce the undesired frequency measurement impacts caused by cyberattacks. A unique modified artificial ecosystem-based optimization technique (mAEO) is put forth to fine-tune the controller parameters further. The effectiveness of the suggested solutions is examined by contrasting the simulation results with a few common strategies while considering changes in system parameters and varying rates of cyberattacks."
"Cyberattack, cyber risk mitigation capabilities, and firm productivity in Kenya",https://link.springer.com/article/10.1007/s11187-024-00946-8,05 July 2024,"Godsway Korku Tetteh, Chuks Otioma","Most scholarly work has focused on the positive effects of digitalisation in Sub-Saharan Africa without accounting for the associated risks and mitigation measures at the firm level. Using the 2016 Enterprise ICT Survey of Kenya which provides a rich source of information on the use of ICT among firms, we examine the effect of cybersecurity breach on labour productivity and show how this effect is moderated by cyber risk mitigation capabilities at the firm level. We find that cybersecurity breach reduces labour productivity at the firm level. We also find that upskilling mitigates the negative effect of cybersecurity breach on labour productivity especially for Small and Medium-sized Enterprises. The results further suggest that while Information Technology Policy and Information Technology Security capabilities can enable firms to improve labour productivity, these measures are not sufficient to offset the adverse effect of cybersecurity breach on labour productivity. Together the results imply that upskilling is an effective cyber risk mitigation measure against cybersecurity breaches at the firm level and therefore should be an integral part of the overarching IT governance strategy of firms."
RETRACTED ARTICLE: Artificial intelligence enabled fuzzy multimode decision support system for cyber threat security defense automation,https://link.springer.com/article/10.1007/s11416-022-00443-0,06 August 2022,"Feilu Hang, Linjiang Xie, Zhenhong Zhang, Wei Guo, Hanruo Li","Security defense automation uses technology that reduces human assistance to integrate security applications, processes, and infrastructure. In the process of defense and attack, there will be a period of delay in establishing the decision-making and strategy. Recently, fuzzy-based decision-making has been effectively utilized for uncertainty and vague data in security applications. Fuzzy decision tree blends fuzzy representation and associates approximate reasoning with symbolic decision trees. They provide for handling language-related uncertainty, noise, missing or faulty features, and robust behavior while also providing comprehensible knowledge interpretation. Cyber threat intelligence is information an organization utilizes to understand the dangers that have, might, and is presently attacking the company. The collection of single or multi-criteria techniques using fuzzy logic aiming at selecting the best alternative in case of inaccurate, incomplete, and vague information. Hence, this paper proposes a fuzzy multimode decision support system (FMMDSS) for security defense automation. Fuzzy logic is a progression to define the human inclination of accurate thinking that simplifies classical logic. This paper aims at the state explosion problem when network nodes increase and design the attack-defense graph to compress the state space and extract network states and defense policies. A simple example representing the suggested model to support decision-making accompanies the security attack and defense processes. This research will potentially offer new ideas and stimuli for future designs of network security and defense automation architecture. This paper concludes with a policy for implementing the recommended model in an operational setting with better dependability predictions, general comparison of predictive analysis ratio 89.7% and a cognitive ability ratio 92.5%, the security control selection ratio of 82.5%. Scalability ratios of 85.2% with an overall performance of 95.7% are measured using conventional methods and our proposed system."
"Enhancing university network management and security: a real-time monitoring, visualization & cyber attack detection approach using Paessler PRTG and Sophos Firewall",https://link.springer.com/article/10.1007/s13198-024-02448-y,25 August 2024,"Afrah Fathima, G. Shree Devi","Network traffic monitoring and visualization are essential for university network management and security. This research study uses the Paessler’s PRTG Network Monitoring Tool and Sophos Firewall to monitor and visualize a Campus network traffic in real time. The proposed system gives university network administrators complete access into traffic patterns, security concerns, and performance metrics for efficient network administration and improved security. The research begins with university network issues, including rising bandwidth demand, diversified traffic, and changing security threats. The paper then discusses the PRTG Tool, a popular network-monitoring tool with strong scalability, and Sophos Firewall, a sophisticated network security solution. The integration of the two tools underpins the proposed real-time monitoring system. It also describes the system design, which uses PRTG Network Monitor sensors strategically distributed throughout the network infrastructure to collect real-time network traffic statistics. These sensors collect traffic data using SNMP and flow technologies such as NetFlow or sFlow. The monitoring system and Sophos Firewall enable real-time threat detection and prevention to improve security. The research paper also discusses the data visualization features of the PRTG Network Monitor. It shows how graphs, charts, and dashboards help network managers understand traffic patterns and spot anomalies and make informed network optimization and security decisions. The paper also discusses a case study of a university network using the proposed approach. The results show that real-time monitoring and visualization can improve network administration and security. This paper presents a real-time network traffic monitoring and visualization solution for university networks."
A Cyber-Security Risk Assessment Methodology for Medical Imaging Devices: the Radiologists’ Perspective,https://link.springer.com/article/10.1007/s10278-021-00562-y,17 February 2022,"Tom Mahler, Erez Shalom, Arnon Makori, Yuval Elovici, Yuval Shahar","Medical imaging devices (MIDs) are exposed to cyber-security threats. Currently, a comprehensive, efficient methodology dedicated to MID cyber-security risk assessment is lacking. We propose theThreat identification, ontology-based Likelihood, severity Decomposition, and Risk assessment(TLDR) methodology and demonstrate its feasibility and consistency with existing methodologies, while being more efficient, providing details regarding the severity components, and supporting organizational prioritization and customization. Using our methodology, the impact of 23 MIDs attacks (that were previously identified) was decomposed into six severity aspects. FourRadiology Medical Experts(RMEs) were asked to assess these six aspects for each attack. The TLDR methodology’sexternal consistencywas demonstrated by calculating pairedT-tests between TLDR severity assessments and those of existing methodologies (and between the respective overall risk assessments, using attack likelihood estimates by four healthcare cyber-security experts); the differences were insignificant, implyingexternally consistentrisk assessment. The TLDR methodology’sinternal consistencywas evaluated by calculating the pairwise Spearman rank correlations between the severity assessments of different groups of two to four RMEs and each of their individual group members, showing that the correlations between the severity rankings, using the TLDR methodology, were significant (P< 0.05), demonstrating that the severity rankings wereinternally consistentfor all groups of RMEs. Using existing methodologies, however, the internal correlations were insignificant for groups of less than four RMEs. Furthermore, compared to standard risk assessment techniques, the TLDR methodology is also sensitive to local radiologists’ preferences, supports a greater level of flexibility regarding risk prioritization, and produces more transparent risk assessments."
Accessible and Inclusive Cyber Security: A Nuanced and Complex Challenge,https://link.springer.com/article/10.1007/s42979-022-01239-1,22 June 2022,"Karen Renaud, Lizzie Coles-Kemp","It has been argued that human-centred security design needs to accommodate the considerations of three dimensions: (1) security, (2) usability and (3) accessibility. The latter has not yet received much attention. Now that governments and health services are increasingly requiring their citizens/patients to use online services, the need for accessible security and privacy has become far more pressing. The reality is that, for many, security measures are often exasperatingly inaccessible. Regardless of the outcome of the debate about the social acceptability of compelling people to access public services online, we still need to design accessibility into these systems, or risk excluding and marginalising swathes of the population who cannot use these systems in the same way as abled users. These users are particularly vulnerable to attack and online deception not only because security and privacy controls are inaccessible but also because they often struggle with depleted resources and capabilities together with less social, economic and political resilience. This conceptual paper contemplates the accessible dimension of human-centred security and its impact on the inclusivity of security technologies. We scope the range of vulnerabilities that can result from a lack of accessibility in security solutions and contemplate the nuances and complex challenges inherent in making security accessible. We conclude by suggesting a number of avenues for future work in this space."
Event-triggered finite-time command-filtered tracking control for nonlinear time-delay cyber physical systems against cyber attacks,https://link.springer.com/article/10.1631/FITEE.2300613,29 December 2023,"Yajing Ma 
            (马亚静), Yuan Wang 
            (王媛), Zhanjie Li 
            (李占杰), Xiangpeng Xie 
            (解相朋)","This article addresses the secure finite-time tracking problem via event-triggered command-filtered control for nonlinear time-delay cyber physical systems (CPSs) subject to cyber attacks. Under the attack circumstance, the output and state information of CPSs is unavailable for the feedback design, and the classical coordinate conversion of the iterative process is incompetent in relation to the tracking task. To solve this, a new coordinate conversion is proposed by considering the attack gains and the reference signal simultaneously. By employing the transformed variables, a modified fractional-order command-filtered signal is incorporated to overcome the complexity explosion issue, and the Nussbaum function is used to tackle the varying attack gains. By systematically constructing the Lyapunov–Krasovskii functional, an adaptive event-triggered mechanism is presented in detail, with which the communication resources are greatly saved, and the finite-time tracking of CPSs under cyber attacks is guaranteed. Finally, an example demonstrates the effectiveness."
XAITrafficIntell: Interpretable Cyber Threat Intelligence for Darknet Traffic Analysis,https://link.springer.com/article/10.1007/s10922-024-09842-8,05 September 2024,"Dincy R. Arikkat, P. Vinod, K. A. Rafidha Rehiman, Rabeeba Abdul Rasheed, Mauro Conti","Network traffic analysis is essential for enhancing network security and management. Integrating Machine Learning and Explainable Artificial Intelligence (XAI) offers a promising avenue for exploring darknet traffic. XAI’s integration into security domains paves the way to enriching our understanding of network traffic patterns and extracting valuable insights for security purposes. This investigation delves into the intricacies of darknet traffic classification by analyzing the datasets ISCXTor2016 and CIC-Darknet2020. By employing XAI techniques, we identify the most crucial features for accurate network traffic categorization. We conduct an in-depth analysis of darknet traffic models by utilizing explainable tools such as SHAP, LIME, Permutation Importance, and Counterfactual Explanations. Our experimental results highlightProtocolas the crucial factor in the ISXCTor2016 traffic classification,Source Portin the ISCXTor2016 application identification, andIdleMaxin the CIC-Darknet2020 traffic classification. Additionally, our analysis encompassed the extraction of Cyber Threat Intelligence from the IP addresses within the network traffic. We explored the prevalent malware types and discerned specific targeted countries. Furthermore, a comprehensive exploration was conducted on the sophisticated attack techniques employed by adversaries. Our analysis identified T1071 as a frequently employed attack technique in which adversaries utilize OSI application layer protocols to communicate, strategically evading detection and network filtering measures."
Safe and secure system architectures for cyber-physical systems,https://link.springer.com/article/10.1007/s00287-023-01533-z,03 April 2023,Frank J. Furrer,"Cyber-physical systems are at the core of our current civilization. Countless examples dominate our daily life and work, such as driverless cars that will soon master our roads, implanted medical devices that will improve many lives, and industrial control systems that control production and infrastructure. Because cyber-physical systems manipulate the real world, they constitute a danger for many applications. Therefore, theirsafetyandsecurityare essential properties of these indispensable systems. The long history of systems engineering has demonstrated that the system quality properties—such as safety and security—strongly depend on the underlyingsystem architecture. Satisfactory system quality properties can only be ensured if the fundamental system architecture is sound! The development of dependable cyber-physical architectures in recent years suggests thattwoharmonical architectures are required: adesign-time architectureand arun-time architecture. The design-time architecture defines and specifies all parts and relationships, assuring the required system quality properties. However, in today’s complex systems, ensuring all quality properties in all operating conditions during design time will never be possible. Therefore, an additional line of defense against safety accidents and security incidents is indispensable: This must be provided by the run-time architecture. The run-time architecture primarily consists of aprotective shellthat monitors the run-time system during operation. It detects anomalies in system behavior, interface functioning, or data—often using artificial intelligence algorithms—and takes autonomous mitigation measures, thus attempting to prevent imminent safety accidents or security incidents before they occur. This paper’s core is theprotective shellas a run-time protection mechanism for cyber-physical systems. The paper has the form of an introductorytutorialand includes focused references."
Cyber threat assessment and management for securing healthcare ecosystems using natural language processing,https://link.springer.com/article/10.1007/s10207-023-00769-w,27 October 2023,"Stefano Silvestri, Shareful Islam, Dmitry Amelin, Gabriele Weiler, Spyridon Papastergiou, Mario Ciampi","The healthcare sectors have constantly faced significant challenge due to the rapid rise of cyber threats. These threats can pose any potential risk within the system context and disrupt the critical healthcare service delivery. It is therefore necessary for the healthcare organisations to understand and tackle the threats to ensure overall security and resilience. However, threats are continuously evolved and there is large amount of unstructured security-related textual information is available. This makes the threat assessment and management task very challenging. There are a number of existing works that consider Machine Learning models for detection and prediction of cyber attack but they lack of focus on the Natural Language Processing (NLP) to extract the threat information from unstructured security-related text. To this end, this work proposes a novel method to assess and manage threats by adopting natural language processing. The proposed method has been tailored for the healthcare ecosystem and allows to identify and assess the possible threats within healthcare information infrastructure so that appropriate control and mitigation actions can be taken into consideration to tackle the threat. In detail, NLP techniques are used to extract the useful threat information related to specific assets of the healthcare ecosystems from the largely available security-related information on Internet (e.g. cyber security news), to evaluate the level of the identified threats and to select the required mitigation actions. We have performed experiments on real healthcare ecosystems in Fraunhofer Institute for Biomedical Engineering, considering in particular three different healthcare scenarios, namely implantable medical devices, wearables, and biobank, with the purpose of demonstrating the feasibility of our approach, which is able to provide a realistic manner to identify and assess the threats, evaluate the threat level and suggest the required mitigation actions."
Secure communication based on intelligent adaptive interlayer exponential synchronous for DANNs under cyber attacks,https://link.springer.com/article/10.1007/s11071-024-09988-9,19 July 2024,"Fei Tan, Lili Zhou, Fujin Jia, Chunlai Li","In recent years, cyber security has become a increasingly prominent, with the core issue being the design of secure communication. In this paper, a secure communication framework based on secure interlayer exponential synchronous of duplex artificial neural networks (DANNs) under cyber attacks is developed. To resist random uncertainties and cyber attacks which is conceled in transmission of the signals, based on the Lyapunov’s second method, an intelligent adaptive controller is designed. Based upon Lyapunov stable theory, the criteria for the interlayer synchronous are got. Finally, a secure communication framework based on the secure synchronous policy is derived.Through simulation experiments, exponential synchronous for DANNs and signal security communication have been achieved. Thus, the effectiveness of the theoretical framework is validated. The researches provide references in the design of secure communication schemes in engineering."
An adaptive predefined time sliding mode control for uncertain nonlinear cyber-physical servo system under cyber attacks,https://link.springer.com/article/10.1038/s41598-024-57775-8,28 March 2024,"Saleem Riaz, Bingqiang Li, Rong Qi, Chenda Zhang","Malicious attacks are often inevitable in cyber-physical systems (CPS). Accuracy in Cyber physical system for position tracking of servos is the major concern now a days. In high precision industrial automation, it is very hard to achieve accuracy in tracking especially under malicious cyber-attacks, control saturations, parametric perturbations and external disturbances. In this paper, we have designed a novel predefined time (PDT) convergence sliding mode adaptive controller (PTCSMAC) for such kind of cyber physical control system. Main key feature of our control is to cope these challenges that are posed by CPS systems such as parameter perturbation, control saturation, and cyber-attacks and the whole system then upgrade to a third-order system to facilitate adaptive control law. Then, we present an adaptive controller based on the novel PDT convergent sliding mode surface (SMS) combined with a modified weight updated Extreme Learning Machine (ELM) which is used to approximate the uncertain part of the system. Another significant advantage of our proposed control approach is that it does not require detailed model information, guaranteeing robust performance even when the system model is uncertain. Additionally, our proposed PTCSMAC controller is nonsingular regardless of initial conditions, and is capable of eradicating the possibility of singularity problems, which are frequently a concern in numerous CPS control systems. Finally, we have verified our designed PTCSMAC control law through rigorous simulations on CPS seeker servo positioning system and compared the robustness and performance of different existing techniques."
A survey on cyber threat intelligence sharing based on Blockchain,https://link.springer.com/article/10.1007/s43674-023-00057-z,23 May 2023,"Ahmed El-Kosairy, Nashwa Abdelbaki, Heba Aslan","In recent years, cyber security attacks have increased massively. This introduces the need to defend against such attacks. Cyber security threat intelligence has recently been introduced to secure systems against security attacks. Cyber security threat intelligence (CTI) should be fast, trustful, and protect the sender's identity to stop these attacks at the right time. Threat intelligence sharing is vitally important since it is considered an effective way to improve threat understanding. This leads to protecting the assets and preventing the attack vectors. However, there is a paradox between the privacy safeguard needs of threat intelligence sharing; the need to produce complete proper threat intelligence feeds to be shared with the community, and other challenges and needs that are not covered in the traditional CTI. This paper aims to study how Blockchain technology can be incorporated with the CTI to solve the current issues and challenges in the traditional CTI. We collected the latest contributions that use Blockchain to overcome the conventional CTI problems and compared them to raise the reader’s awareness about the different methods used. Also, we mentioned the uncovered areas for each paper to offer a wide range of details and information about different areas that need to be investigated. Furthermore, the prospect challenges of integrating the Blockchain and CTI are discussed."
An integrated approach of designing functionality with security for distributed cyber-physical systems,https://link.springer.com/article/10.1007/s11227-022-04481-9,09 April 2022,"Dipty Tripathi, Amit Biswas, Anil Kumar Tripathi, Lalit Kumar Singh, Amrita Chaturvedi","In this work, we propose a multi-tier architectural model to separate functionality and security concerns for distributed cyber-physical systems. On the line of distributed computing, such systems require the identification of leaders for distribution of work, aggregation of results, etc. Further, we propose a fault-tolerant leader election algorithm that can independently elect the functionality and security leaders. The proposed election algorithm identifies a list of potential leader capable nodes to reduce the leader election overhead. It keeps identifying the highest potential node as the leader, whenever needed, including the situation when one has failed. We also explain the proposed architecture and its management method through a case study. Further, we perform several experiments to evaluate the system performance. The experimental results show that the proposed architectural model improves the system performance in terms of latency, average response time, and the number of real-time tasks completed within the deadline."
CyberDefender: an integrated intelligent defense framework for digital-twin-based industrial cyber-physical systems,https://link.springer.com/article/10.1007/s10586-024-04320-x,20 March 2024,"S. Krishnaveni, Thomas M. Chen, Mithileysh Sathiyanarayanan, B. Amutha","The rise of digital twin-based operational improvements poses a challenge to protecting industrial cyber-physical systems. It is crucial to safeguard digital twins while disclosing internals, which can create an increased attack surface. However, leveraging digital twins to simulate attacks on physical infrastructure becomes essential for enhancing ICPS cybersecurity resilience. This paper introduces an integrated intelligent defense framework called CyberDefender to study various attacks on digital twin-based ICPS from a four-layer perspective (i.e., digital twin-based industrial cyber-physical systems infrastructure layer, honeynet and software-defined industrial network layer, intelligent security platform layer, and smart industrial application layer). To demonstrate its feasibility, we implemented a proof-of-concept (PoC) solution using open-source tools, including AWS for cloud infrastructure, T-Pot for Honeynet, Mininet for SDN support, ELK tools for data management, and Docker for containerization. This framework utilizes an integrated intelligent approach to enhance intrusion detection and classification capabilities for digital twin-based industrial cyber-physical systems (DT-ICPS). The proposed intrusion detection system (IDS) combines two strategies to improve security. First, we present an innovative approach to identifying essential features using explainable AI and ensemble-based filter feature selection (XAI-EFFS). By using Shapley Additive Explanations (SHAP), we analyze the impact of different variables on predictive outcomes. Secondly, we propose a hybrid GRU-LSTM deep-learning model for detecting and classifying intrusions. We optimize the hyperparameters of the GRU-LSTM model by using a Bayesian optimization algorithm. The proposed method demonstrates excellent performance, outperforming conventional state-of-the-art techniques with an accuracy rate of 98.96%, which is a remarkable improvement. Additionally, it effectively detects zero-day attacks, contributing to digital twin-based ICPS cybersecurity resilience."
